Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,CallDurationSecs,CardInsurance
463,39,management,single,tertiary,0,202,1,0,cellular,69,0
464,27,student,single,secondary,0,538,0,0,cellular,145,1
465,49,technician,single,secondary,0,-97,1,0,other,40,0
466,32,management,single,tertiary,0,0,0,0,cellular,642,1
467,48,technician,married,secondary,0,1981,1,0,cellular,340,0
468,31,admin.,married,secondary,0,0,1,0,other,18,0
469,36,management,married,tertiary,0,789,1,1,cellular,93,0
470,34,entrepreneur,married,secondary,0,455,1,0,cellular,103,0
471,18,student,single,,0,108,0,0,cellular,195,1
472,47,technician,single,,0,77,1,0,other,36,0
473,39,entrepreneur,married,tertiary,0,350,1,0,cellular,269,0
474,44,entrepreneur,married,tertiary,0,624,0,0,telephone,552,1
475,42,blue-collar,married,primary,0,505,1,0,other,229,0
476,56,admin.,married,secondary,0,3784,0,0,other,295,0
477,40,blue-collar,married,primary,0,830,1,0,cellular,1020,1
478,30,blue-collar,married,secondary,0,791,1,1,cellular,160,0
479,32,entrepreneur,married,tertiary,0,4465,1,0,other,71,0
480,51,blue-collar,married,primary,0,0,0,0,cellular,273,0
481,33,management,single,tertiary,0,718,1,0,cellular,142,1
482,36,blue-collar,married,secondary,0,1790,1,0,cellular,451,0
483,42,blue-collar,married,secondary,0,2913,0,0,cellular,823,1
484,38,management,divorced,tertiary,0,5455,1,0,other,89,0
485,34,technician,married,secondary,0,1,1,0,cellular,126,0
486,49,blue-collar,married,primary,0,408,0,0,cellular,653,1
487,54,,married,primary,0,981,0,0,cellular,760,0
488,41,blue-collar,married,primary,0,6596,1,0,cellular,103,0
489,59,management,married,tertiary,0,3779,0,0,cellular,109,0
490,53,management,married,tertiary,0,20772,0,0,cellular,835,0
491,45,management,married,tertiary,0,786,0,0,cellular,98,1
492,41,technician,single,secondary,0,28,0,0,other,22,0
493,56,blue-collar,married,primary,0,284,0,1,telephone,124,0
494,51,services,single,secondary,0,516,1,0,cellular,432,0
495,38,management,divorced,tertiary,0,155,1,0,other,11,0
496,33,blue-collar,married,primary,0,-191,1,1,cellular,1507,1
497,36,student,single,secondary,0,17,0,0,cellular,725,1
498,44,management,married,tertiary,0,795,0,0,cellular,116,0
499,36,technician,married,secondary,0,331,0,0,cellular,279,0
500,31,technician,single,secondary,0,846,0,0,cellular,473,1
501,36,technician,single,secondary,0,12264,0,0,cellular,185,1
502,25,blue-collar,single,primary,0,292,1,1,cellular,1200,1
503,51,self-employed,married,secondary,0,95,1,0,cellular,1529,1
504,38,services,married,secondary,0,775,0,0,cellular,2143,1
505,32,technician,single,secondary,0,6402,1,0,cellular,185,0
506,49,admin.,single,secondary,0,275,0,0,other,6,0
507,37,blue-collar,married,secondary,0,489,1,0,other,11,0
508,36,blue-collar,married,primary,0,599,1,0,other,285,1
509,43,management,married,tertiary,0,1429,1,0,cellular,1203,1
510,49,services,married,secondary,0,2416,1,0,cellular,1596,1
511,32,blue-collar,divorced,primary,0,380,0,0,cellular,56,0
512,60,management,divorced,secondary,0,0,0,0,cellular,704,1
513,43,blue-collar,married,primary,0,223,1,0,cellular,131,0
514,53,admin.,single,secondary,0,654,0,0,other,29,1
515,57,management,married,tertiary,0,2261,1,0,other,442,0
516,45,technician,single,secondary,0,410,1,0,other,391,1
517,33,admin.,married,secondary,0,177,1,0,cellular,117,0
518,56,blue-collar,married,primary,0,2163,0,0,telephone,31,0
519,59,blue-collar,married,primary,0,320,1,0,other,305,1
520,40,management,married,tertiary,0,254,0,0,cellular,227,0
521,37,management,single,tertiary,0,240,0,0,other,493,1
522,34,blue-collar,single,secondary,0,-72,1,0,cellular,319,0
523,27,blue-collar,single,secondary,0,535,0,0,cellular,200,1
524,47,services,divorced,secondary,0,-1730,1,1,cellular,208,0
525,32,unemployed,married,tertiary,0,1364,0,0,cellular,121,0
526,32,technician,married,secondary,0,344,1,1,cellular,63,0
527,34,admin.,married,primary,0,412,1,0,cellular,253,0
528,24,management,single,tertiary,0,393,0,0,cellular,1516,1
529,47,blue-collar,divorced,primary,0,603,1,1,cellular,1261,1
530,72,retired,married,secondary,0,5715,0,0,cellular,1316,1
531,34,services,single,secondary,0,2257,0,1,telephone,568,0
532,38,entrepreneur,divorced,secondary,0,1190,1,0,cellular,405,0
533,61,retired,married,secondary,0,86,0,0,cellular,746,1
534,44,blue-collar,married,secondary,0,0,0,0,cellular,799,1
535,31,self-employed,single,tertiary,0,2589,0,0,cellular,717,1
536,30,management,single,tertiary,0,201,1,0,cellular,380,1
537,33,,single,secondary,0,1522,0,1,cellular,1128,0
538,46,blue-collar,married,primary,0,1429,1,0,other,40,0
539,59,unemployed,single,primary,0,7724,0,0,cellular,436,1
540,32,blue-collar,married,primary,0,3136,1,0,cellular,958,1
541,28,housemaid,single,tertiary,0,19,0,0,cellular,174,1
542,29,management,married,tertiary,0,10576,0,0,other,537,1
543,61,retired,divorced,secondary,0,927,0,0,cellular,499,1
544,36,management,married,tertiary,0,203,0,0,cellular,298,1
545,37,entrepreneur,married,tertiary,0,41,0,0,cellular,453,0
546,46,housemaid,married,secondary,0,38,0,0,cellular,632,1
547,35,services,married,secondary,0,8412,0,0,other,210,0
548,69,retired,married,primary,0,324,0,0,cellular,159,1
549,28,technician,single,tertiary,0,3623,0,0,cellular,305,1
550,33,blue-collar,married,secondary,0,1221,1,0,cellular,148,0
551,57,retired,married,primary,0,3123,1,0,other,78,0
552,31,technician,single,tertiary,0,13711,1,0,cellular,1789,1
553,37,blue-collar,married,primary,0,-106,1,1,cellular,806,1
554,60,retired,married,primary,0,0,0,0,telephone,130,0
555,35,blue-collar,single,,0,422,0,0,other,61,0
556,56,entrepreneur,married,tertiary,0,693,0,0,cellular,104,0
557,45,retired,married,primary,0,1152,0,0,other,103,0
558,30,management,single,secondary,0,2143,1,1,cellular,600,0
559,34,technician,married,secondary,0,1035,0,0,cellular,1605,1
560,41,self-employed,single,tertiary,0,1081,0,0,cellular,267,1
561,32,admin.,single,secondary,0,566,1,0,cellular,71,0
562,34,admin.,married,tertiary,0,142,1,0,cellular,536,1
563,29,management,single,,0,560,0,0,cellular,536,1
564,38,management,married,tertiary,1,-1007,1,1,other,31,0
565,35,management,married,tertiary,0,867,1,0,other,101,1
566,44,management,single,secondary,0,-228,1,1,cellular,44,0
567,39,blue-collar,married,primary,0,1742,0,0,other,57,0
568,57,admin.,married,secondary,0,169,0,0,cellular,431,1
569,31,blue-collar,single,secondary,0,26,0,0,cellular,120,0
570,59,entrepreneur,married,tertiary,0,-23,0,1,cellular,228,0
571,57,blue-collar,married,secondary,0,621,1,0,cellular,909,0
572,53,management,married,tertiary,0,1624,0,0,cellular,185,1
573,46,blue-collar,married,primary,0,346,1,0,other,176,0
574,26,management,single,tertiary,0,1027,0,0,cellular,869,1
575,43,admin.,married,tertiary,0,189,1,0,cellular,1240,1
576,37,management,married,,0,247,0,0,cellular,427,0
577,45,admin.,married,secondary,0,142,1,1,other,48,0
578,54,management,married,tertiary,0,534,0,0,cellular,207,1
579,27,blue-collar,single,secondary,0,294,1,1,other,304,1
580,27,admin.,married,secondary,0,-393,1,1,other,103,0
581,30,management,single,tertiary,0,3384,0,0,cellular,675,1
582,68,retired,married,tertiary,0,2812,0,0,cellular,760,1
583,30,management,married,tertiary,0,107,1,1,cellular,307,0
584,56,management,married,tertiary,0,3610,1,0,cellular,189,0
585,31,technician,married,secondary,0,684,1,0,cellular,724,1
586,26,technician,single,secondary,0,603,0,1,cellular,206,0
587,46,technician,married,secondary,0,49,1,0,other,42,0
588,49,technician,divorced,secondary,0,-403,0,1,cellular,563,0
589,24,management,married,secondary,0,867,1,0,other,240,1
590,27,self-employed,single,secondary,0,50,0,0,cellular,196,0
591,51,retired,married,primary,0,2525,0,0,other,81,0
592,56,management,married,tertiary,0,505,1,1,cellular,200,0
593,40,admin.,married,secondary,0,5,0,0,cellular,203,0
594,27,technician,married,secondary,0,512,1,0,other,56,0
595,36,management,single,tertiary,0,6450,1,0,other,44,0
596,37,services,married,secondary,0,2915,0,0,cellular,367,0
597,43,admin.,married,secondary,0,2576,1,0,cellular,167,0
598,33,admin.,divorced,secondary,0,661,1,0,cellular,480,0
599,38,technician,married,secondary,0,37,0,0,cellular,112,0
600,37,admin.,married,secondary,0,0,1,0,cellular,216,0
601,30,management,single,tertiary,0,136,1,0,other,67,0
602,43,blue-collar,married,primary,0,108,1,1,other,184,0
603,65,retired,married,tertiary,0,2416,0,0,cellular,258,1
604,42,technician,single,secondary,0,1364,1,0,other,819,1
605,35,technician,single,secondary,0,2144,1,0,other,82,0
606,53,,married,primary,0,732,0,0,cellular,887,1
607,55,housemaid,married,primary,0,0,1,0,cellular,1522,1
608,34,blue-collar,divorced,secondary,0,383,1,0,other,979,1
609,29,admin.,single,secondary,0,306,1,0,cellular,904,1
610,37,services,single,secondary,0,459,0,0,telephone,61,0
611,59,entrepreneur,married,secondary,0,1085,0,1,cellular,118,0
612,22,student,single,secondary,0,216,0,0,cellular,424,1
613,31,unemployed,married,secondary,0,314,1,0,cellular,1566,1
614,51,blue-collar,married,secondary,0,4695,0,0,cellular,9,0
615,39,services,married,secondary,0,25,1,1,cellular,769,1
616,53,management,married,tertiary,0,1356,1,0,cellular,433,0
617,37,blue-collar,married,primary,0,1941,1,0,cellular,176,0
618,26,services,married,secondary,0,-285,1,1,other,122,0
619,34,blue-collar,married,secondary,0,320,1,0,cellular,411,1
620,36,blue-collar,married,primary,0,2040,1,0,cellular,146,0
621,46,management,divorced,tertiary,0,4917,1,1,cellular,6,0
622,59,housemaid,married,primary,0,100,0,0,cellular,1325,1
623,38,housemaid,divorced,tertiary,0,4312,0,0,cellular,475,0
624,37,management,married,tertiary,0,2987,1,0,cellular,109,1
625,54,admin.,divorced,secondary,0,200,0,0,cellular,199,1
626,36,unemployed,divorced,secondary,0,5,1,0,cellular,197,0
627,38,management,married,tertiary,0,46,0,0,cellular,82,0
628,49,services,married,secondary,0,180,1,1,other,172,0
629,34,technician,married,secondary,0,46,1,1,other,181,0
630,34,blue-collar,married,secondary,0,320,1,0,cellular,482,1
631,34,technician,single,secondary,0,161,0,0,cellular,474,0
632,36,admin.,married,secondary,0,11,1,0,cellular,141,0
633,52,management,married,tertiary,0,-970,1,0,cellular,571,1
634,57,housemaid,married,primary,0,0,0,0,other,82,0
635,63,retired,divorced,secondary,0,1490,0,0,cellular,591,1
636,43,services,married,secondary,0,774,0,0,cellular,563,1
637,38,admin.,single,secondary,1,-61,0,1,cellular,119,0
638,45,admin.,divorced,secondary,0,397,1,1,cellular,680,1
639,28,management,single,tertiary,0,3611,0,0,cellular,165,1
640,64,retired,married,secondary,0,466,1,0,cellular,614,1
641,47,admin.,divorced,secondary,0,2232,0,0,cellular,513,1
642,59,blue-collar,married,secondary,0,2605,0,0,cellular,99,0
643,32,management,single,tertiary,0,15561,1,0,cellular,176,0
644,54,services,married,secondary,0,-165,0,1,other,89,0
645,39,admin.,married,secondary,0,3732,1,0,cellular,602,0
646,25,technician,single,secondary,0,4718,0,0,cellular,828,1
647,52,management,married,tertiary,0,25,0,1,cellular,199,0
648,38,technician,married,secondary,0,6,1,0,other,50,0
649,33,technician,married,secondary,0,3107,0,1,cellular,211,0
650,61,retired,married,primary,0,56,0,0,cellular,336,1
651,38,blue-collar,single,tertiary,0,2885,1,0,other,624,1
652,36,management,married,tertiary,0,630,0,0,cellular,333,1
653,50,management,married,tertiary,0,5969,0,0,cellular,531,1
654,64,retired,married,primary,0,12067,0,0,telephone,367,1
655,35,blue-collar,married,primary,0,46,0,0,cellular,395,0
656,51,admin.,married,secondary,0,241,0,0,cellular,360,1
657,43,blue-collar,single,secondary,0,3,1,0,other,408,1
658,36,technician,married,tertiary,0,521,0,0,cellular,405,1
659,47,technician,married,secondary,0,1167,1,0,cellular,162,0
660,40,technician,married,tertiary,0,1293,0,0,cellular,1988,1
661,56,retired,married,secondary,0,-1206,1,0,cellular,446,1
662,22,housemaid,single,secondary,0,1796,0,0,cellular,431,1
663,47,management,married,tertiary,0,109,1,0,cellular,106,0
664,22,unemployed,single,tertiary,0,993,0,0,cellular,134,1
665,52,technician,married,secondary,0,420,0,0,other,49,0
666,49,blue-collar,married,secondary,0,-327,1,0,cellular,494,0
667,22,student,single,secondary,0,722,1,0,cellular,126,0
668,30,technician,single,secondary,0,-522,1,1,cellular,783,1
669,61,retired,married,primary,0,197,0,0,cellular,132,1
670,27,admin.,married,secondary,0,941,1,0,cellular,145,0
671,43,blue-collar,married,secondary,0,171,1,0,cellular,112,0
672,50,admin.,divorced,,0,4204,0,0,other,147,0
673,55,housemaid,married,primary,0,2152,0,0,other,404,1
674,38,entrepreneur,married,secondary,0,593,1,1,cellular,1733,1
675,57,management,married,tertiary,0,2266,0,0,cellular,357,0
676,43,management,married,tertiary,0,-271,1,1,telephone,121,0
677,32,blue-collar,married,secondary,0,328,1,0,other,58,0
678,42,admin.,married,secondary,0,529,1,1,cellular,225,0
679,41,management,married,tertiary,0,771,1,0,cellular,124,0
680,41,technician,married,secondary,0,417,0,0,cellular,90,0
681,34,services,divorced,secondary,0,797,1,0,cellular,103,0
682,36,management,married,tertiary,0,322,1,0,cellular,566,0
683,36,technician,single,primary,0,2169,1,0,cellular,155,0
684,43,retired,married,primary,0,400,1,0,telephone,282,0
685,24,admin.,single,secondary,0,172,0,0,cellular,133,0
686,56,blue-collar,married,primary,0,3498,0,0,cellular,308,1
687,25,management,single,tertiary,0,2305,0,0,cellular,259,0
688,31,technician,single,tertiary,0,1051,0,0,cellular,124,0
689,48,services,married,secondary,0,11516,0,0,other,175,0
690,59,unemployed,married,secondary,0,1625,0,0,cellular,231,1
691,35,blue-collar,single,secondary,0,1017,0,0,other,23,0
692,46,blue-collar,married,secondary,0,78,1,1,other,64,0
693,47,management,married,tertiary,0,866,0,0,other,3,0
694,29,management,single,tertiary,0,874,1,0,cellular,178,1
695,52,blue-collar,divorced,primary,0,-191,1,0,other,331,1
696,51,management,married,primary,0,98,1,0,other,50,0
697,49,retired,divorced,secondary,0,224,0,1,cellular,92,0
698,47,technician,single,secondary,0,600,0,1,cellular,202,0
699,58,retired,divorced,tertiary,0,5253,0,0,cellular,189,0
700,37,technician,divorced,secondary,0,3068,1,1,cellular,432,1
701,44,blue-collar,single,,0,2167,1,0,other,558,0
702,32,technician,single,tertiary,0,0,0,0,cellular,313,0
703,31,management,single,tertiary,0,1017,0,0,cellular,97,0
704,44,technician,married,tertiary,0,1818,1,1,cellular,593,1
705,50,management,married,tertiary,0,290,0,1,cellular,58,0
706,38,admin.,married,secondary,0,3091,1,0,cellular,15,0
707,32,admin.,divorced,secondary,0,1288,1,0,cellular,334,0
708,31,management,single,tertiary,0,-24,1,1,other,258,0
709,51,blue-collar,married,secondary,0,-286,1,0,other,31,0
710,38,management,married,tertiary,0,0,1,0,cellular,26,0
711,29,blue-collar,married,secondary,0,5903,1,0,other,85,0
712,31,technician,divorced,secondary,0,105,1,0,cellular,84,0
713,22,management,single,tertiary,0,104,0,1,cellular,385,1
714,30,technician,married,secondary,0,289,1,0,cellular,1383,1
715,50,technician,married,secondary,0,2218,1,0,cellular,830,1
716,30,admin.,single,secondary,0,3528,0,0,cellular,292,1
717,44,blue-collar,single,primary,0,36,1,0,cellular,644,1
718,26,technician,single,secondary,0,668,1,0,other,253,1
719,44,admin.,married,secondary,0,399,1,1,other,119,0
720,31,admin.,single,secondary,0,1588,1,0,other,6,0
721,58,technician,married,primary,1,-247,0,0,other,79,0
722,38,entrepreneur,married,tertiary,0,946,1,0,cellular,81,0
723,22,blue-collar,married,secondary,0,-295,1,0,other,66,0
724,51,retired,divorced,secondary,0,1679,0,0,cellular,487,1
725,49,blue-collar,single,primary,0,566,1,0,cellular,1144,1
726,38,technician,single,tertiary,0,1727,0,0,telephone,141,0
727,56,self-employed,married,,0,0,0,0,cellular,152,0
728,42,management,married,tertiary,0,3713,0,0,cellular,828,1
729,51,management,single,tertiary,0,2139,0,0,cellular,206,0
730,35,blue-collar,divorced,primary,0,1077,1,0,cellular,29,0
731,35,admin.,single,tertiary,0,994,0,0,cellular,88,0
732,47,admin.,married,primary,0,192,1,0,other,21,0
733,39,management,married,tertiary,0,141,1,0,cellular,920,0
734,39,entrepreneur,married,tertiary,0,628,1,0,cellular,113,0
735,34,blue-collar,married,secondary,0,262,0,0,cellular,104,1
736,34,technician,divorced,tertiary,0,66,0,1,cellular,86,0
737,33,admin.,married,secondary,0,543,1,0,cellular,285,0
738,41,blue-collar,married,primary,0,0,0,0,cellular,26,0
739,33,management,married,tertiary,0,191,0,0,cellular,1341,1
740,36,technician,divorced,secondary,0,-435,1,0,other,37,0
741,62,unemployed,married,secondary,0,780,0,0,cellular,189,1
742,29,blue-collar,single,primary,0,231,1,0,other,54,0
743,33,management,single,tertiary,0,1781,0,0,cellular,714,1
744,77,retired,married,primary,0,2223,0,0,telephone,365,0
745,26,entrepreneur,single,secondary,0,101,1,0,cellular,946,1
746,53,retired,married,secondary,0,665,1,0,cellular,433,1
747,51,blue-collar,married,primary,0,7098,0,0,cellular,1718,1
748,34,management,married,tertiary,0,828,0,1,cellular,1261,1
749,37,management,single,tertiary,0,6964,0,0,cellular,260,0
750,30,blue-collar,married,secondary,0,501,1,1,cellular,1161,1
751,32,blue-collar,married,primary,0,187,0,0,cellular,106,0
752,47,blue-collar,married,secondary,0,863,1,0,other,414,1
753,38,services,single,secondary,0,895,1,0,cellular,1788,1
754,52,technician,married,secondary,0,150,1,0,telephone,177,0
755,32,services,single,secondary,0,133,0,0,cellular,200,1
756,36,blue-collar,married,secondary,0,74,1,0,cellular,196,0
